SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1742968,287190,-28,24.0,12.0,Active,0,0
1121217,438587,-33,18.0,10.0,Active,0,0
2706182,155800,-26,8.0,0.0,Completed,0,0
1029405,267523,-28,8.0,0.0,Completed,0,0
1493655,350698,-27,12.0,0.0,Completed,0,0
1286215,254286,-25,14.0,6.0,Active,0,0
2450272,301061,-33,24.0,12.0,Active,0,0
1051172,347935,-24,12.0,4.0,Active,0,0
2592972,357075,-27,14.0,4.0,Active,0,0
2504509,217209,-28,12.0,4.0,Active,0,0
2557178,256111,-26,10.0,2.0,Active,0,0
2785175,294215,-32,14.0,1.0,Active,0,0
2705363,323711,-28,12.0,3.0,Active,0,0
2335828,184600,-28,12.0,4.0,Active,0,0
2288386,107972,-27,14.0,3.0,Active,0,0
2763663,221404,-34,12.0,4.0,Active,0,0
2178360,196909,-25,12.0,3.0,Active,0,0
1629970,307768,-27,24.0,14.0,Active,0,0
2225489,233518,-24,14.0,6.0,Active,0,0
2497094,406760,-28,12.0,0.0,Completed,0,0
2415095,352504,-24,12.0,0.0,Completed,0,0
1087713,248028,-27,24.0,16.0,Active,0,0
1083332,106237,-26,18.0,9.0,Active,0,0
2511317,396403,-33,12.0,4.0,Active,0,0
1775105,452043,-34,24.0,15.0,Active,0,0
2383391,200942,-28,14.0,1.0,Active,0,0
2787875,139428,-25,12.0,1.0,Active,0,0
1301945,209995,-32,24.0,16.0,Active,0,0
1364429,100525,-24,12.0,0.0,Completed,0,0
2056984,108382,-28,7.0,0.0,Completed,0,0
1762255,340847,-30,10.0,3.0,Active,0,0
1944356,235760,-27,10.0,1.0,Active,23,0
2413339,378276,-26,12.0,0.0,Active,0,0
2056082,288061,-32,14.0,5.0,Active,0,0
1419316,400768,-27,12.0,4.0,Active,0,0
1969281,370347,-24,12.0,3.0,Active,0,0
1186898,278791,-33,12.0,4.0,Active,0,0
1232404,192718,-27,12.0,3.0,Active,0,0
1307768,400601,-32,12.0,3.0,Active,0,0
1487067,234034,-33,24.0,16.0,Active,0,0
1276535,401673,-24,14.0,4.0,Active,0,0
1027630,331043,-31,8.0,0.0,Completed,0,0
1649307,341608,-27,12.0,3.0,Active,0,0
1492825,146229,-27,12.0,3.0,Active,0,0
1744680,442523,-26,12.0,0.0,Active,0,0
2304943,229680,-24,18.0,7.0,Active,0,0
1925819,132639,-25,12.0,2.0,Active,0,0
1693182,248924,-32,6.0,0.0,Active,0,0
1350874,428614,-33,12.0,4.0,Active,0,0
2331875,230661,-25,12.0,4.0,Active,0,0
2101498,441586,-31,12.0,1.0,Active,0,0
1666996,315411,-24,18.0,8.0,Active,0,0
2189809,442904,-27,24.0,12.0,Active,0,0
1002674,184799,-25,12.0,2.0,Active,0,0
2525157,309597,-28,18.0,10.0,Active,0,0
2395928,388229,-32,12.0,4.0,Active,0,0
1548136,112544,-24,12.0,4.0,Active,0,0
1646697,391629,-28,14.0,3.0,Active,0,0
1973410,157185,-26,12.0,4.0,Active,0,0
1051336,165974,-30,24.0,12.0,Active,0,0
2618109,118645,-28,12.0,0.0,Completed,0,0
2746523,244868,-32,12.0,0.0,Completed,0,0
2713332,432332,-24,12.0,3.0,Active,0,0
2110200,217497,-31,12.0,3.0,Active,0,0
1718427,366001,-6,12.0,10.0,Active,0,0
1767118,306074,-5,12.0,10.0,Active,0,0
2304219,134679,-4,24.0,19.0,Active,0,0
2712839,252453,-4,18.0,14.0,Active,0,0
2783485,354602,-5,8.0,6.0,Active,0,0
2499542,230233,-3,6.0,6.0,Active,0,0
2506437,407175,-4,8.0,7.0,Active,0,0
1490282,339377,-3,10.0,10.0,Active,0,0
1868896,422535,-1,12.0,12.0,Signed,0,0
1862676,372136,-5,24.0,20.0,Active,0,0
1027774,376263,-4,1.0,0.0,Active,0,0
2609412,349413,-4,24.0,21.0,Active,0,0
2246429,267469,-6,24.0,22.0,Active,0,0
1084219,201544,-5,6.0,6.0,Active,0,0
1421702,389868,-2,3.0,0.0,Active,0,0
1032907,119605,-1,24.0,20.0,Active,0,0
1744563,298757,-5,10.0,10.0,Active,0,0
1665786,451646,-5,3.0,0.0,Completed,0,0
2181387,227939,-6,6.0,6.0,Active,0,0
2518465,235166,-6,8.0,6.0,Active,0,0
1624111,270141,-3,6.0,6.0,Signed,0,0
2463866,407193,-4,18.0,16.0,Active,0,0
2842021,280482,-4,24.0,19.0,Active,0,0
2288203,429576,-6,,,Signed,0,0
1760752,311055,-4,12.0,8.0,Active,0,0
1563260,403930,-1,18.0,14.0,Active,0,0
2492001,396795,-3,12.0,12.0,Active,0,0
1051162,194679,-6,6.0,6.0,Active,0,0
1852724,111452,-5,24.0,20.0,Active,0,0
1520553,263771,-4,24.0,20.0,Active,0,0
2113851,410470,-4,10.0,10.0,Active,0,0
2527112,226004,-4,24.0,20.0,Active,0,0
1914813,230165,-4,12.0,12.0,Active,0,0
1682511,195002,-3,24.0,20.0,Active,0,0
2315543,398102,-4,6.0,5.0,Active,0,0
2110224,167171,-6,,,Signed,0,0
1598658,345858,-6,6.0,6.0,Active,0,0
2448041,196050,-4,24.0,20.0,Active,0,0
1261644,340351,-2,24.0,19.0,Active,0,0
1480419,127203,-2,12.0,10.0,Active,0,0
1770287,188787,-5,24.0,21.0,Active,0,0
2316031,429151,-2,12.0,12.0,Active,0,0
1898465,255526,-6,12.0,12.0,Active,0,0
2244476,420437,-4,18.0,14.0,Active,0,0
1676134,148225,-4,12.0,11.0,Active,0,0
1364752,434523,-3,24.0,21.0,Active,0,0
2031967,235187,-5,,,Signed,0,0
2144878,357832,-5,12.0,9.0,Active,0,0
1714178,373347,-2,12.0,11.0,Active,0,0
2558789,203180,-4,14.0,14.0,Active,0,0
1450521,137045,-5,24.0,23.0,Active,0,0
1747438,164812,-6,6.0,6.0,Active,0,0
1180882,448160,-5,12.0,11.0,Active,0,0
1793751,115852,-5,6.0,4.0,Active,0,0
2711911,262620,-6,24.0,21.0,Active,0,0
1315190,130451,-5,12.0,12.0,Active,0,0
1644352,159097,-3,24.0,22.0,Active,0,0
1542912,108479,-6,12.0,10.0,Active,0,0
2108168,329340,-6,18.0,18.0,Active,0,0
1309304,124721,-2,6.0,6.0,Active,0,0
1151234,306800,-6,12.0,11.0,Active,0,0
1392354,288982,-5,24.0,20.0,Active,0,0
1539962,249242,-1,6.0,6.0,Active,0,0
1386473,217297,-5,12.0,11.0,Active,0,0
1235971,332390,-1,8.0,3.0,Active,0,0
1468614,162012,-5,10.0,8.0,Active,0,0
2172855,326455,-2,14.0,14.0,Active,0,0
2331111,156621,-4,3.0,0.0,Completed,0,0
1436409,411202,-38,14.0,3.0,Active,0,0
1139309,136001,-37,24.0,13.0,Active,0,0
1050030,380693,-39,24.0,13.0,Active,0,0
1975651,162320,-40,24.0,11.0,Active,0,0
1946503,367972,-39,24.0,12.0,Active,0,0
2152435,183788,-41,12.0,3.0,Active,3,3
2652147,427618,-47,24.0,11.0,Active,0,0
2505220,115323,-47,24.0,13.0,Active,0,0
2459882,224513,-43,24.0,11.0,Active,0,0
2538325,110474,-41,24.0,11.0,Active,0,0
1424722,346723,-46,24.0,11.0,Active,0,0
1498489,295950,-43,12.0,3.0,Active,0,0
1840931,390253,-39,24.0,13.0,Active,0,0
1484787,290701,-37,24.0,13.0,Active,0,0
1766149,138717,-45,6.0,0.0,Completed,0,0
1595879,453131,-41,12.0,1.0,Active,0,0
1224730,298853,-37,24.0,12.0,Active,0,0
2557356,365763,-37,12.0,2.0,Active,0,0
1438526,252724,-37,12.0,2.0,Active,0,0
1330403,145740,-39,14.0,4.0,Active,0,0
2241685,314608,-45,24.0,14.0,Active,0,0
2205201,189894,-40,14.0,6.0,Active,0,0
1258962,111153,-37,24.0,12.0,Active,0,0
2770057,421422,-39,24.0,11.0,Active,0,0
2716907,203648,-47,24.0,11.0,Active,0,0
2315374,315286,-39,24.0,12.0,Active,0,0
2598043,225434,-44,24.0,12.0,Active,0,0
1589357,322695,-40,24.0,12.0,Active,0,0
1214048,189688,-46,24.0,13.0,Active,0,0
1139139,192633,-39,24.0,12.0,Active,0,0
1312364,329050,-43,24.0,12.0,Active,0,0
1902903,213928,-46,24.0,12.0,Active,0,0
2173792,411972,-47,24.0,13.0,Active,0,0
2002845,253762,-38,24.0,12.0,Active,0,0
2508655,323691,-41,24.0,13.0,Active,0,0
1126713,439583,-39,24.0,13.0,Active,0,0
2704752,364200,-39,24.0,13.0,Active,0,0
2517077,322232,-41,24.0,12.0,Active,0,0
2220320,185148,-39,24.0,12.0,Active,0,0
1779921,330516,-38,24.0,13.0,Active,0,0
1343497,409497,-41,24.0,12.0,Active,0,0
2759621,279641,-40,24.0,13.0,Active,0,0
2559496,221064,-37,24.0,12.0,Active,0,0
2267962,296258,-37,12.0,0.0,Active,0,0
1110380,203555,-40,24.0,13.0,Active,0,0
1746489,241519,-39,24.0,13.0,Active,0,0
1922798,264513,-38,24.0,12.0,Active,0,0
2707964,367920,-41,24.0,12.0,Active,0,0
2824089,446247,-47,24.0,13.0,Active,0,0
2775779,353501,-37,24.0,13.0,Active,0,0
1386503,201226,-37,24.0,13.0,Active,0,0
2384290,225476,-41,12.0,3.0,Active,0,0
2317937,270445,-37,24.0,12.0,Active,0,0
1081486,209359,-38,24.0,11.0,Active,0,0
1873416,271309,-41,24.0,12.0,Active,0,0
2206118,210841,-40,12.0,0.0,Completed,0,0
2414508,426990,-37,24.0,11.0,Active,0,0
2629685,272366,-46,24.0,11.0,Active,0,0
1244697,276845,-42,24.0,2.0,Active,0,0
1730981,286271,-38,24.0,11.0,Active,0,0
2088645,223595,-38,24.0,12.0,Active,0,0
2690887,220246,-40,24.0,12.0,Active,0,0
1028524,443943,-39,24.0,12.0,Active,0,0
1644576,350629,-40,24.0,12.0,Active,0,0
1923763,276353,-38,24.0,12.0,Active,0,0
2293714,147017,-37,24.0,12.0,Active,0,0
1055051,165299,-45,24.0,13.0,Active,0,0
2432973,308371,-37,24.0,12.0,Active,0,0
1155411,370958,-38,24.0,11.0,Active,0,0
1481287,287774,-38,24.0,12.0,Active,0,0
2007753,197224,-46,14.0,7.0,Active,0,0
1209160,192581,-38,14.0,7.0,Active,0,0
1921578,339342,-38,24.0,12.0,Active,0,0
2726237,275737,-37,24.0,12.0,Active,0,0
2712332,453087,-37,24.0,12.0,Active,0,0
2552287,188005,-45,24.0,12.0,Active,0,0
2598010,408355,-47,24.0,12.0,Active,0,0
1910639,384874,-46,24.0,1.0,Active,0,0
1020840,181628,-42,24.0,12.0,Active,0,0
1547570,158462,-46,24.0,12.0,Active,0,0
1513385,218257,-40,24.0,12.0,Active,0,0
1238126,274101,-37,24.0,13.0,Active,0,0
1958943,263110,-39,24.0,12.0,Active,0,0
2482537,417236,-42,24.0,12.0,Active,0,0
2016468,282304,-37,24.0,11.0,Active,0,0
1768236,142092,-40,24.0,12.0,Active,0,0
2652743,109540,-43,24.0,12.0,Active,0,0
2458262,406183,-41,24.0,12.0,Active,0,0
1057193,339640,-38,24.0,12.0,Active,0,0
1844414,446545,-40,12.0,1.0,Active,0,0
1850810,196218,-38,24.0,11.0,Active,0,0
2274027,170517,-46,24.0,13.0,Active,0,0
2033881,259093,-40,24.0,11.0,Active,2,0
2064528,253566,-38,24.0,12.0,Active,0,0
2643914,300766,-38,24.0,12.0,Active,0,0
1474826,406604,-41,24.0,12.0,Active,0,0
1537322,117033,-41,24.0,11.0,Active,0,0
1264714,409173,-46,24.0,12.0,Active,0,0
1176910,221670,-42,24.0,12.0,Active,0,0
2678511,118335,-37,24.0,12.0,Active,0,0
2730356,208964,-40,24.0,12.0,Active,0,0
1584570,382389,-40,24.0,13.0,Active,0,0
2378799,253520,-38,24.0,11.0,Active,0,0
1081674,377435,-44,24.0,12.0,Active,0,0
2742003,391394,-38,24.0,12.0,Active,0,0
2745205,114794,-41,24.0,12.0,Active,0,0
2283359,208507,-41,24.0,12.0,Active,0,0
1563054,315503,-46,24.0,11.0,Active,0,0
2721484,132886,-42,24.0,12.0,Active,0,0
2704367,436976,-38,24.0,12.0,Active,0,0
2383611,330786,-42,24.0,12.0,Active,0,0
2000317,405750,-37,24.0,1.0,Active,0,0
1515407,422511,-43,24.0,12.0,Active,0,0
1880841,133425,-39,24.0,12.0,Active,0,0
2471708,215931,-39,24.0,12.0,Active,0,0
1952588,442846,-46,24.0,12.0,Active,0,0
2428544,302884,-38,24.0,11.0,Active,0,0
1823041,384513,-41,12.0,0.0,Completed,0,0
1277880,319103,-40,24.0,12.0,Active,0,0
2518413,264213,-40,24.0,11.0,Active,0,0
1374702,444184,-39,24.0,12.0,Active,18,0
1993809,328898,-37,24.0,12.0,Active,0,0
2416274,124043,-37,24.0,14.0,Active,0,0
2027173,394416,-37,24.0,12.0,Active,0,0
1043271,284305,-46,24.0,12.0,Active,0,0
2702022,387823,-44,24.0,12.0,Active,0,0
1088102,390054,-38,24.0,12.0,Active,0,0
2064728,311208,-25,14.0,14.0,Active,0,0
1375553,115787,-19,24.0,24.0,Active,0,0
1766095,180934,-21,6.0,5.0,Active,0,0
1735892,401907,-15,14.0,14.0,Active,0,0
1905125,400242,-23,6.0,6.0,Active,0,0
2705036,210657,-23,14.0,14.0,Active,0,0
1705353,370010,-21,6.0,6.0,Active,0,0
1130024,104619,-17,6.0,6.0,Active,0,0
2522197,229489,-18,18.0,18.0,Active,0,0
2805314,304725,-19,18.0,18.0,Active,0,0
1061259,315570,-15,18.0,18.0,Active,0,0
2023798,195011,-19,6.0,6.0,Active,0,0
1030082,210987,-21,6.0,2.0,Active,0,0
2096341,297816,-19,24.0,24.0,Active,0,0
2744980,444779,-23,18.0,18.0,Active,0,0
1839306,225087,-20,6.0,6.0,Active,0,0
1189445,435590,-24,6.0,2.0,Active,0,0
1330702,279811,-17,24.0,21.0,Active,0,0
1078347,409223,-23,14.0,14.0,Active,0,0
2821331,358883,-23,6.0,5.0,Active,0,0
2416130,255276,-19,24.0,23.0,Active,0,0
1673028,288530,-25,18.0,15.0,Active,0,0
1921447,202805,-25,6.0,6.0,Active,0,0
2256845,333105,-16,18.0,15.0,Active,0,0
1076652,390057,-16,18.0,15.0,Active,0,0
2547782,273536,-17,6.0,6.0,Active,0,0
2588159,269329,-20,6.0,6.0,Active,0,0
2769712,106773,-17,6.0,5.0,Active,0,0
1232370,220769,-19,12.0,12.0,Active,0,0
1550551,412656,-16,10.0,10.0,Active,0,0
2561268,203398,-19,6.0,4.0,Active,0,0
1281878,219068,-18,6.0,4.0,Active,0,0
1701664,322588,-16,18.0,16.0,Active,0,0
1997962,309242,-24,6.0,5.0,Active,0,0
2790186,243208,-25,24.0,23.0,Active,0,0
2428465,441382,-24,1.0,0.0,Completed,0,0
1556099,210336,-21,24.0,22.0,Active,0,0
2648905,138202,-16,6.0,5.0,Active,0,0
1944883,188829,-23,18.0,14.0,Active,0,0
2340647,442052,-19,24.0,23.0,Active,0,0
1415688,396426,-25,6.0,2.0,Active,0,0
2104949,345344,-19,18.0,14.0,Active,0,0
1011679,167396,-22,12.0,10.0,Active,0,0
1695174,386272,-20,6.0,2.0,Active,0,0
2038693,125835,-24,6.0,5.0,Active,0,0
2126588,437645,-18,24.0,23.0,Active,0,0
2764537,265138,-20,6.0,5.0,Active,0,0
1486124,236467,-17,4.0,2.0,Active,0,0
1327726,454930,-15,24.0,22.0,Active,0,0
1498644,246872,-24,24.0,22.0,Active,0,0
1911517,272411,-20,24.0,22.0,Active,0,0
1773178,353952,-18,6.0,4.0,Active,0,0
1802290,269614,-20,18.0,17.0,Active,0,0
1184573,301752,-21,24.0,23.0,Active,0,0
2703574,370639,-21,6.0,3.0,Active,0,0
2105083,174694,-15,6.0,5.0,Active,0,0
1686455,353495,-18,6.0,6.0,Active,0,0
1569457,260558,-23,6.0,2.0,Active,0,0
2407895,265198,-17,6.0,3.0,Active,0,0
2728561,420936,-19,12.0,11.0,Active,0,0
1771310,438119,-20,6.0,5.0,Active,0,0
1221590,419463,-16,4.0,3.0,Active,0,0
1920911,146152,-16,6.0,5.0,Active,0,0
2157900,387046,-18,6.0,2.0,Active,0,0
2033982,373557,-15,6.0,5.0,Active,0,0
2642443,147759,-20,36.0,34.0,Active,0,0
2517447,196196,-19,24.0,22.0,Active,0,0
1155121,305534,-39,24.0,18.0,Active,0,0
2361884,309519,-34,24.0,24.0,Active,0,0
1338354,427255,-39,36.0,30.0,Active,0,0
2459490,287837,-34,12.0,10.0,Active,0,0
2226103,242889,-35,18.0,13.0,Active,0,0
2820886,165911,-39,12.0,12.0,Active,0,0
2157720,325717,-33,24.0,24.0,Active,0,0
1831029,345163,-39,12.0,8.0,Active,0,0
1468770,344682,-32,12.0,11.0,Active,0,0
1569736,141247,-34,42.0,39.0,Active,0,0
2503066,443699,-38,48.0,46.0,Active,0,0
2372089,281719,-36,18.0,14.0,Active,0,0
2022990,214410,-39,36.0,35.0,Active,0,0
1292533,233726,-33,30.0,29.0,Active,0,0
1915764,353566,-39,24.0,20.0,Active,0,0
2310836,195593,-32,24.0,18.0,Active,0,0
2594233,351398,-32,24.0,23.0,Active,0,0
1794309,339619,-32,12.0,8.0,Active,0,0
1776083,172154,-35,36.0,22.0,Active,0,0
2773103,280610,-41,36.0,32.0,Active,0,0
1710537,168502,-33,12.0,11.0,Active,0,0
1469355,327982,-32,48.0,43.0,Active,0,0
2152908,258772,-34,36.0,35.0,Active,0,0
1268579,300840,-34,36.0,36.0,Active,0,0
1370603,404019,-33,4.0,0.0,Completed,0,0
1233436,328321,-33,36.0,32.0,Active,0,0
2174178,107682,-35,18.0,16.0,Active,0,0
1363539,444405,-34,36.0,35.0,Active,0,0
1543193,137476,-40,36.0,35.0,Active,0,0
2706719,252306,-31,12.0,9.0,Active,0,0
2208421,171714,-31,12.0,6.0,Active,0,0
2794071,238814,-31,18.0,17.0,Active,0,0
1344128,370605,-33,12.0,11.0,Active,0,0
1320830,194141,-35,12.0,11.0,Active,0,0
2778637,354455,-31,18.0,17.0,Active,0,0
1911634,333251,-35,12.0,11.0,Active,0,0
1891194,172620,-34,24.0,19.0,Active,0,0
2803532,202600,-32,12.0,8.0,Active,0,0
2033618,337132,-35,12.0,8.0,Active,0,0
2451098,269893,-33,12.0,11.0,Active,0,0
1822650,247484,-40,24.0,21.0,Active,0,0
2780402,452431,-38,24.0,23.0,Active,0,0
2668142,428663,-31,18.0,17.0,Active,0,0
2706125,133450,-41,12.0,11.0,Active,0,0
2275376,422569,-32,18.0,17.0,Active,0,0
2379507,207464,-32,36.0,32.0,Active,0,0
2134026,391712,-35,24.0,20.0,Active,0,0
2481864,364286,-41,48.0,45.0,Active,0,0
1516045,201861,-34,36.0,35.0,Active,0,0
1789298,335378,-31,48.0,45.0,Active,0,0
1979182,157154,-38,24.0,20.0,Active,0,0
1664080,160550,-36,24.0,22.0,Active,0,0
1830645,168604,-31,12.0,12.0,Signed,0,0
2007356,217720,-33,6.0,5.0,Active,0,0
2784143,306045,-31,24.0,6.0,Active,0,0
1285157,171892,-41,12.0,11.0,Active,0,0
1508957,107851,-33,48.0,45.0,Active,0,0
2307374,343306,-39,24.0,18.0,Active,0,0
1189414,449184,-32,24.0,6.0,Active,0,0
1110066,114510,-41,24.0,11.0,Active,0,0
1568500,451346,-38,36.0,21.0,Active,0,0
1374642,189287,-39,14.0,0.0,Completed,0,0
1686404,298333,-34,24.0,8.0,Active,0,0
1752637,125032,-33,24.0,6.0,Active,0,0
1239632,219388,-54,24.0,18.0,Active,0,0
2538019,410397,-49,24.0,7.0,Active,0,0
2202827,354845,-46,12.0,5.0,Active,0,0
2284065,255712,-44,12.0,2.0,Active,0,0
2622886,193234,-44,24.0,18.0,Active,0,0
1310254,140977,-48,12.0,2.0,Active,0,0
2293437,321484,-46,24.0,18.0,Active,0,0
2427720,437328,-46,24.0,18.0,Active,0,0
1032479,191948,-44,14.0,6.0,Active,0,0
1282523,255698,-44,14.0,5.0,Active,0,0
1243994,193331,-52,24.0,18.0,Active,0,0
2673222,368468,-46,24.0,18.0,Active,0,0
1675586,177029,-53,24.0,18.0,Active,0,0
2249591,402979,-54,10.0,2.0,Active,0,0
2631535,366834,-45,24.0,18.0,Active,0,0
1716975,135183,-44,24.0,18.0,Active,0,0
1749968,174740,-44,12.0,4.0,Active,0,0
2391325,397069,-44,10.0,2.0,Active,0,0
1210466,415050,-46,24.0,18.0,Active,0,0
1569456,364027,-44,24.0,8.0,Active,0,0
1079158,252155,-48,24.0,4.0,Active,0,0
2797265,264521,-44,24.0,18.0,Active,0,0
2586746,251736,-49,12.0,3.0,Active,0,0
2526224,222094,-48,14.0,6.0,Active,0,0
1058487,184536,-48,9.0,2.0,Active,0,0
2309393,441920,-52,48.0,19.0,Active,0,0
1564706,125796,-53,30.0,3.0,Active,10,10
1926124,439639,-47,48.0,12.0,Active,0,0
2120907,248027,-50,48.0,18.0,Active,0,0
2141153,355155,-46,7.0,0.0,Completed,0,0
2259879,292777,-48,48.0,14.0,Active,0,0
1294315,360943,-54,24.0,23.0,Active,0,0
1377015,129927,-45,24.0,19.0,Active,0,0
1568500,451346,-52,36.0,35.0,Active,0,0
1082323,417051,-46,48.0,11.0,Active,0,0
2218071,138828,-48,13.0,7.0,Active,7,7
2583625,401070,-50,24.0,20.0,Active,0,0
2842904,322324,-47,14.0,7.0,Active,0,0
1011548,269543,-46,47.0,8.0,Active,0,0
2527579,184657,-45,12.0,12.0,Active,0,0
1335728,201302,-46,10.0,4.0,Active,0,0
1776083,172154,-49,36.0,36.0,Active,0,0
1510537,138700,-45,36.0,34.0,Active,0,0
2775459,229566,-51,36.0,35.0,Active,0,0
1396418,328394,-46,48.0,47.0,Active,0,0
1159592,189930,-47,36.0,34.0,Active,0,0
1740316,133512,-53,24.0,19.0,Active,0,0
1836652,354691,-45,7.0,7.0,Active,0,0
2836466,180501,-47,48.0,46.0,Active,0,0
2275831,127577,-48,36.0,33.0,Active,0,0
2335109,132391,-53,36.0,35.0,Active,0,0
2507684,300195,-48,48.0,21.0,Active,0,0
1576829,259979,-47,24.0,19.0,Active,0,0
2661192,313882,-55,48.0,14.0,Active,0,0
1895327,377207,-47,48.0,12.0,Active,5,5
1964265,257358,-53,7.0,2.0,Active,0,0
1794175,383604,-47,9.0,6.0,Active,0,0
1951686,260237,-50,30.0,3.0,Active,0,0
2225327,146835,-46,48.0,17.0,Active,0,0
1590643,123552,-49,30.0,2.0,Active,0,0
2011516,170893,-46,30.0,2.0,Active,0,0
1257877,286368,-46,48.0,11.0,Active,0,0
2562793,287880,-46,7.0,0.0,Active,1105,0
1406963,434028,-39,24.0,9.0,Active,0,0
1387501,266550,-35,24.0,9.0,Active,0,0
1998776,367928,-40,24.0,8.0,Active,0,0
1391611,239070,-35,24.0,7.0,Active,0,0
1363698,163300,-34,24.0,9.0,Active,0,0
1151385,228391,-41,24.0,7.0,Active,0,0
2763452,313905,-35,24.0,9.0,Active,0,0
2663211,316177,-33,24.0,8.0,Active,0,0
2138833,240584,-35,24.0,9.0,Active,0,0
1194898,256827,-33,24.0,10.0,Active,0,0
2462288,182173,-34,24.0,10.0,Active,0,0
2142362,222292,-38,24.0,10.0,Active,0,0
1280145,205685,-34,24.0,10.0,Active,0,0
1156360,339131,-37,24.0,10.0,Active,0,0
1672750,189792,-37,14.0,0.0,Completed,0,0
2621785,204376,-40,24.0,10.0,Active,0,0
2445498,200119,-35,24.0,9.0,Active,0,0
2788094,380605,-36,24.0,10.0,Active,0,0
1052371,413181,-43,24.0,9.0,Active,0,0
2690883,321220,-41,24.0,10.0,Active,0,0
1267617,267869,-42,15.0,1.0,Active,0,0
2642838,235413,-33,24.0,9.0,Active,0,0
1431906,305871,-40,12.0,0.0,Completed,0,0
1875477,132672,-34,24.0,9.0,Active,0,0
1769044,300114,-40,24.0,9.0,Active,4,4
1831395,196776,-40,14.0,3.0,Active,0,0
2208489,419897,-37,24.0,8.0,Active,0,0
2831746,182971,-34,14.0,3.0,Active,0,0
2458009,270617,-40,12.0,1.0,Active,0,0
2178792,405957,-37,24.0,9.0,Active,0,0
2320160,194827,-42,24.0,9.0,Active,0,0
2804640,257906,-43,24.0,7.0,Active,0,0
2644641,157748,-33,24.0,9.0,Active,0,0
1277628,386092,-33,24.0,8.0,Active,0,0
2831986,371570,-37,24.0,8.0,Active,0,0
2330973,139673,-43,24.0,8.0,Active,0,0
2228483,455789,-36,24.0,7.0,Active,0,0
1449019,143678,-37,24.0,7.0,Active,0,0
1756777,152954,-36,24.0,8.0,Active,0,0
2436581,336681,-37,24.0,7.0,Active,0,0
2643304,246623,-39,14.0,2.0,Active,0,0
1942253,276438,-33,24.0,8.0,Active,0,0
2333255,216308,-35,17.0,0.0,Completed,0,0
1053653,229929,-35,24.0,9.0,Active,0,0
1732580,385003,-34,24.0,7.0,Active,0,0
2226468,344963,-35,12.0,0.0,Completed,0,0
1493455,147764,-43,24.0,7.0,Active,0,0
2411974,217658,-34,24.0,9.0,Active,0,0
1776307,174940,-36,24.0,9.0,Active,0,0
1918899,167377,-36,24.0,10.0,Active,0,0
1542254,266538,-37,24.0,8.0,Active,0,0
2192946,261756,-35,14.0,0.0,Completed,0,0
1515499,431158,-33,14.0,0.0,Completed,0,0
1416650,372627,-41,24.0,8.0,Active,0,0
1832592,294200,-36,16.0,0.0,Completed,0,0
2378723,243619,-42,24.0,8.0,Active,0,0
2404561,427968,-36,24.0,7.0,Active,3,3
1181206,430936,-36,24.0,9.0,Active,0,0
1797756,322111,-43,24.0,8.0,Active,0,0
2759339,448658,-34,24.0,8.0,Active,0,0
1970676,448874,-35,24.0,7.0,Active,0,0
1396089,386579,-34,24.0,9.0,Active,0,0
2693329,334395,-41,24.0,9.0,Active,0,0
2106881,111425,-41,24.0,8.0,Active,0,0
2235900,184145,-8,18.0,15.0,Active,0,0
2272389,218737,-10,6.0,0.0,Completed,0,0
1868882,329004,-6,24.0,18.0,Active,0,0
1740179,425840,-14,24.0,21.0,Active,0,0
2094457,411079,-12,12.0,9.0,Active,0,0
2141362,443439,-10,12.0,11.0,Active,0,0
2583117,270204,-15,1.0,0.0,Completed,0,0
2102298,316602,-9,8.0,3.0,Active,0,0
1989733,174151,-12,10.0,8.0,Active,0,0
2796875,238927,-10,12.0,7.0,Active,0,0
1329807,227727,-10,16.0,10.0,Active,0,0
2224711,306187,-14,12.0,7.0,Active,0,0
2083175,229867,-11,24.0,19.0,Active,0,0
1500631,297985,-12,10.0,7.0,Active,0,0
1905914,383570,-13,18.0,15.0,Active,0,0
1462964,122884,-17,12.0,9.0,Active,0,0
2727419,243257,-21,24.0,21.0,Active,0,0
2054112,177886,-20,6.0,0.0,Completed,0,0
1720944,212589,-14,4.0,0.0,Completed,0,0
1249559,307893,-19,18.0,13.0,Active,0,0
2586788,209175,-12,18.0,10.0,Active,0,0
1467833,432079,-14,12.0,9.0,Active,0,0
1251998,105446,-19,12.0,9.0,Active,0,0
1735892,401907,-11,14.0,10.0,Active,0,0
1891751,445416,-18,14.0,10.0,Active,0,0
2843458,168168,-15,14.0,10.0,Active,0,0
2107914,376662,-11,18.0,11.0,Active,0,0
1373228,281092,-20,8.0,0.0,Active,0,0
1008277,453713,-19,12.0,7.0,Active,0,0
1819764,176826,-11,12.0,4.0,Active,0,0
1817826,450833,-17,8.0,0.0,Active,0,0
2776219,266409,-17,8.0,2.0,Active,0,0
1712138,359590,-21,6.0,3.0,Active,0,0
2247114,207110,-13,12.0,9.0,Active,0,0
2772594,349004,-14,18.0,12.0,Active,0,0
2169153,244252,-20,18.0,15.0,Active,0,0
1745820,126539,-12,12.0,7.0,Active,0,0
2200682,350130,-12,8.0,1.0,Active,0,0
