SK_ID_BUREAU,MONTHS_BALANCE,STATUS
5718497,-58,X
5718497,-59,X
5718497,-60,X
5718497,-61,X
5718497,-62,X
5718497,-63,X
5718497,-64,X
5718497,-65,X
5718497,-66,X
5718497,-67,X
5718497,-68,X
5718497,-69,X
5718497,-70,X
5718497,-71,X
5718497,-72,X
5718497,-73,X
5718497,-74,X
5718497,-75,X
5718497,-76,X
5718497,-77,X
5718497,-78,X
5718497,-79,X
5718497,-80,X
5718497,-81,X
5718497,-82,X
5718497,-83,X
5718498,0,C
5718498,-1,C
5718498,-2,C
5718498,-3,C
5718498,-4,C
5718498,-5,C
5718498,-6,C
5718498,-7,C
5718498,-8,X
5718498,-9,0
5718498,-10,0
5718498,-11,0
5718498,-12,0
5718498,-13,X
5718498,-14,X
5718498,-15,X
5718498,-16,X
5718498,-17,X
5718498,-18,0
5718498,-19,0
5718498,-20,0
5718498,-21,0
5718498,-22,0
5718498,-23,0
5718498,-24,0
5718498,-25,0
5718498,-26,0
5718499,0,C
5718499,-1,C
5718499,-2,C
5718499,-3,C
5718499,-4,C
5718499,-5,C
5718499,-6,C
5718499,-7,C
5718499,-8,C
5718499,-9,C
5718499,-10,0
5718499,-11,0
5718499,-12,0
5718499,-13,0
5718499,-14,0
5718499,-15,0
5718499,-16,0
5718499,-17,0
5718499,-18,0
5718499,-19,0
5718499,-20,0
5718499,-21,0
5718499,-22,0
5718499,-23,0
5718499,-24,X
5718499,-25,X
5718499,-26,X
5718500,0,X
5718500,-1,X
5718500,-2,X
5718500,-3,X
5718500,-4,X
5718500,-5,X
5718500,-6,X
5718500,-7,0
5718500,-8,0
5718500,-9,0
5718500,-10,X
5718501,0,X
5718501,-1,X
5718501,-2,X
5718501,-3,X
5718501,-4,X
5718501,-5,X
5718501,-6,X
5718501,-7,X
5718501,-8,X
5718501,-9,X
5718501,-10,X
5718501,-11,X
5718501,-12,X
5718501,-13,X
5718501,-14,X
5718501,-15,X
5718501,-16,X
5718501,-17,X
5718501,-18,X
5718501,-19,X
5718501,-20,X
5718501,-21,X
5718501,-22,X
5718502,0,X
5718502,-1,X
5718502,-2,X
5718502,-3,X
5718502,-4,X
5718502,-5,X
5718502,-6,X
5718502,-7,X
5718502,-8,X
5718502,-9,X
5718502,-10,X
5718502,-11,X
5718502,-12,X
5718502,-13,X
5718502,-14,X
5718502,-15,X
5718502,-16,X
5718502,-17,X
5718502,-18,X
5718502,-19,X
5718502,-20,X
5718502,-21,X
5718502,-22,X
5718502,-23,X
5718502,-24,X
5718502,-25,X
5718502,-26,X
5718502,-27,X
5718502,-28,X
5718503,0,C
5718503,-1,C
5718503,-2,C
5718503,-3,C
5718503,-4,C
5718503,-5,C
5718503,-6,C
5718503,-7,C
5718503,-8,C
5718503,-9,C
5718503,-10,C
5718503,-11,C
5718503,-12,C
5718503,-13,C
5718503,-14,C
5718503,-15,C
5718503,-16,C
5718503,-17,C
5718503,-18,C
5718503,-19,C
5718503,-20,C
5718503,-21,C
5718503,-22,C
5718503,-23,C
5718503,-24,C
5718503,-25,C
5718503,-26,C
5718503,-27,C
5718503,-28,C
5718503,-29,C
5718503,-30,C
5718503,-31,C
5718503,-32,C
5718503,-33,C
5718503,-34,C
5718503,-35,C
5718503,-36,C
5718503,-37,C
5718503,-38,C
5718503,-39,C
5718503,-40,C
5718503,-41,C
5718503,-42,C
5718503,-43,C
5718503,-44,C
5718503,-45,C
5718503,-46,C
5718503,-47,C
5718503,-48,C
5718503,-49,C
5718503,-50,C
5718503,-51,C
5718503,-52,C
5718503,-53,C
5718503,-54,0
5718503,-55,0
5718503,-56,0
5718503,-57,0
5718503,-58,0
5718503,-59,0
5718506,0,C
5718506,-1,C
5718506,-2,C
5718506,-3,C
5718506,-4,C
5718506,-5,C
5718506,-6,C
5718506,-7,C
5718506,-8,C
5718506,-9,C
5718506,-10,C
5718506,-11,C
5718506,-12,C
5718506,-13,C
5718506,-14,C
5718506,-15,C
5718506,-16,C
5718506,-17,C
5718506,-18,C
5718506,-19,C
5718506,-20,C
5718506,-21,C
5718506,-22,C
5718506,-23,C
5718506,-24,C
5718506,-25,C
5718506,-26,C
5718506,-27,C
5718506,-28,C
5718506,-29,C
5718506,-30,C
5718506,-31,C
5718506,-32,C
5718506,-33,C
5718506,-34,C
5718506,-35,C
5718506,-36,C
5718506,-37,C
5718506,-38,C
5718506,-39,C
5718506,-40,C
5718506,-41,C
5718506,-42,C
5718506,-43,C
5718506,-44,C
5718506,-45,C
5718506,-46,C
5718506,-47,C
5718506,-48,C
5718506,-49,C
5718506,-50,C
5718506,-51,C
5718506,-52,C
5718506,-53,C
5718506,-54,C
5718506,-55,C
5718506,-56,C
5718506,-57,C
5718506,-58,C
5718506,-59,C
5718506,-60,C
5718506,-61,C
5718506,-62,C
5718506,-63,C
5718506,-64,C
5718506,-65,C
5718506,-66,C
5718506,-67,C
5718506,-68,C
5718506,-69,0
5718506,-70,0
5718506,-71,0
5718506,-72,0
5718506,-73,0
5718506,-74,0
5718507,0,0
5718507,-1,0
5718507,-2,0
5718507,-3,X
5718507,-4,X
5718507,-5,X
5718507,-6,0
5718507,-7,0
5718507,-8,0
5718507,-9,X
5718507,-10,X
5718507,-11,X
5718507,-12,X
5718507,-13,X
5718507,-14,X
5718507,-15,X
5718507,-16,X
5718508,0,C
5718508,-1,C
5718508,-2,C
5718508,-3,C
5718508,-4,C
5718508,-5,C
5718508,-6,C
5718508,-7,C
5718508,-8,C
5718508,-9,C
5718508,-10,C
5718508,-11,C
5718508,-12,C
5718508,-13,C
5718508,-14,C
5718508,-15,X
5718508,-16,0
5718508,-17,0
5718508,-18,0
5718508,-19,X
5718509,0,C
5718509,-1,C
5718509,-2,C
5718509,-3,C
5718509,-4,C
5718509,-5,C
5718509,-6,C
5718509,-7,C
5718509,-8,C
5718509,-9,C
5718509,-10,C
5718509,-11,C
5718509,-12,C
5718509,-13,C
5718509,-14,C
5718509,-15,C
5718509,-16,C
5718509,-17,C
5718509,-18,1
5718509,-19,X
5718509,-20,0
5718509,-21,0
5718509,-22,0
5718509,-23,X
5718509,-24,0
5718509,-25,X
5718509,-26,0
5718509,-27,X
5718509,-28,X
5718509,-29,X
5718510,0,C
5718510,-1,C
5718510,-2,C
5718510,-3,C
5718510,-4,C
5718510,-5,C
5718510,-6,C
5718510,-7,C
5718510,-8,C
5718510,-9,C
5718510,-10,C
5718510,-11,C
5718510,-12,C
5718510,-13,C
5718510,-14,C
5718510,-15,X
5718510,-16,0
5718510,-17,0
5718510,-18,0
5718510,-19,X
5718510,-20,0
5718510,-21,1
5718510,-22,0
5718510,-23,X
5718510,-24,0
5718510,-25,X
5718510,-26,0
5718510,-27,X
5718510,-28,X
5718510,-29,X
5718510,-30,1
5718510,-31,X
5718510,-32,0
5718510,-33,X
5718510,-34,0
5718510,-35,0
5718510,-36,0
5718510,-37,X
5718511,0,C
5718511,-1,C
5718511,-2,C
5718511,-3,C
5718511,-4,C
5718511,-5,C
5718511,-6,C
5718511,-7,C
5718511,-8,C
5718511,-9,C
5718511,-10,C
5718511,-11,C
5718511,-12,C
5718511,-13,C
5718511,-14,C
5718511,-15,C
5718511,-16,C
5718511,-17,C
5718511,-18,C
5718511,-19,C
5718511,-20,C
5718511,-21,C
5718511,-22,C
5718511,-23,C
5718511,-24,C
5718511,-25,C
5718511,-26,C
5718511,-27,C
5718511,-28,C
5718511,-29,C
5718511,-30,C
5718511,-31,C
5718511,-32,C
5718511,-33,C
5718511,-34,0
5718511,-35,0
5718511,-36,X
5718511,-37,0
5718511,-38,0
5718511,-39,0
5718511,-40,0
5718511,-41,0
5718511,-42,0
5718512,0,1
5718512,-1,0
5718512,-2,0
5718512,-3,0
5718512,-4,0
5718512,-5,X
5718512,-6,0
5718512,-7,0
5718512,-8,X
5718512,-9,0
5718512,-10,X
5718512,-11,X
5718512,-12,0
5718512,-13,X
5718512,-14,0
5718512,-15,X
5718512,-16,0
5718512,-17,0
5718512,-18,0
5718512,-19,X
5718512,-20,0
5718512,-21,0
5718512,-22,1
5718512,-23,X
5718512,-24,0
5718512,-25,X
5718512,-26,0
5718512,-27,X
5718512,-28,X
5718512,-29,X
5718512,-30,0
5718512,-31,X
5718512,-32,X
5718512,-33,X
5718512,-34,0
5718512,-35,0
5718512,-36,0
5718512,-37,X
5718512,-38,0
5718512,-39,X
5718512,-40,0
5718512,-41,X
5718512,-42,0
5718512,-43,X
5718512,-44,X
5718512,-45,0
5718512,-46,0
5718512,-47,X
5718512,-48,0
5718512,-49,X
5718512,-50,0
5718512,-51,0
5718512,-52,X
5718512,-53,X
5718512,-54,X
5718512,-55,X
5718512,-56,X
5718512,-57,X
5718512,-58,X
5718512,-59,X
5718512,-60,X
5718512,-61,X
5718513,0,C
5718513,-1,C
5718513,-2,C
5718513,-3,C
5718513,-4,C
5718513,-5,C
5718513,-6,C
5718513,-7,C
5718513,-8,C
5718513,-9,C
5718513,-10,C
5718513,-11,C
5718513,-12,C
5718513,-13,C
5718513,-14,C
5718513,-15,C
5718513,-16,C
5718513,-17,C
5718513,-18,C
5718513,-19,C
5718513,-20,C
5718513,-21,C
5718513,-22,C
5718513,-23,C
5718513,-24,C
5718513,-25,C
5718513,-26,C
5718513,-27,C
5718513,-28,C
5718513,-29,C
5718513,-30,C
5718513,-31,C
5718513,-32,C
5718513,-33,C
5718513,-34,C
5718513,-35,C
5718513,-36,C
5718513,-37,C
5718513,-38,C
5718513,-39,C
5718513,-40,C
5718513,-41,C
5718513,-42,C
5718513,-43,C
5718513,-44,C
5718513,-45,C
5718513,-46,C
5718513,-47,C
5718513,-48,C
5718513,-49,C
5718513,-50,C
5718513,-51,C
5718513,-52,C
5718513,-53,C
5718513,-54,0
5718513,-55,0
5718513,-56,0
5718513,-57,0
5718513,-58,0
5718513,-59,X
5718514,0,C
5718514,-1,C
5718514,-2,C
5718514,-3,C
5718514,-4,C
5718514,-5,C
5718514,-6,C
5718514,-7,C
5718514,-8,C
5718514,-9,C
5718514,-10,C
5718514,-11,C
5718514,-12,C
5718514,-13,C
5718514,-14,C
5718514,-15,C
5718514,-16,C
5718514,-17,C
5718514,-18,C
5718514,-19,C
5718514,-20,C
5718514,-21,C
5718514,-22,C
5718514,-23,C
5718514,-24,C
5718514,-25,C
5718514,-26,C
5718514,-27,C
5718514,-28,C
5718514,-29,C
5718514,-30,C
5718514,-31,C
5718514,-32,0
5718514,-33,0
5718514,-34,0
5718514,-35,0
5718514,-36,0
5718514,-37,0
5718514,-38,0
5718514,-39,0
5718514,-40,0
5718514,-41,0
5718514,-42,X
5718515,0,C
5718515,-1,C
5718515,-2,C
5718515,-3,C
5718515,-4,C
5718515,-5,C
5718515,-6,C
5718515,-7,C
5718515,-8,C
5718515,-9,C
5718515,-10,C
5718515,-11,C
5718515,-12,C
5718515,-13,C
5718515,-14,C
5718515,-15,C
5718515,-16,C
5718515,-17,C
5718515,-18,C
5718515,-19,C
5718515,-20,C
5718515,-21,C
5718515,-22,C
5718515,-23,C
5718515,-24,C
5718515,-25,C
5718515,-26,C
5718515,-27,C
5718515,-28,C
5718515,-29,C
5718515,-30,C
5718515,-31,0
5718515,-32,0
5718515,-33,0
5718515,-34,X
5718516,0,0
5718516,-1,0
5718516,-2,X
5718516,-3,X
5718516,-4,X
5718516,-5,X
5718516,-6,X
5718516,-7,X
5718516,-8,X
5718516,-9,X
5718516,-10,X
5718516,-11,X
5718516,-12,X
5718516,-13,X
5718516,-14,X
5718517,0,X
5718517,-1,0
5718517,-2,0
5718517,-3,X
5718517,-4,0
5718517,-5,0
5718517,-6,0
5718517,-7,X
5718517,-8,0
5718517,-9,0
5718517,-10,0
5718517,-11,0
5718517,-12,0
5718517,-13,X
5718517,-14,X
5718518,0,C
5718518,-1,C
5718518,-2,C
5718518,-3,C
5718518,-4,C
5718518,-5,C
5718518,-6,C
5718518,-7,C
5718518,-8,C
5718518,-9,C
5718518,-10,C
5718518,-11,C
5718518,-12,C
5718518,-13,C
5718518,-14,C
5718518,-15,C
5718518,-16,C
5718518,-17,C
5718518,-18,C
5718518,-19,C
5718518,-20,C
5718518,-21,C
5718518,-22,C
5718518,-23,C
5718518,-24,C
5718518,-25,C
5718518,-26,C
5718518,-27,C
5718518,-28,C
5718518,-29,C
5718518,-30,C
5718518,-31,C
5718518,-32,C
5718518,-33,C
5718518,-34,C
5718518,-35,C
5718518,-36,C
5718518,-37,C
5718518,-38,C
5718518,-39,C
5718518,-40,C
5718518,-41,C
5718518,-42,C
5718518,-43,C
5718518,-44,C
5718518,-45,C
5718518,-46,C
5718518,-47,C
5718518,-48,C
5718518,-49,C
5718518,-50,C
5718518,-51,C
5718518,-52,C
5718518,-53,C
5718518,-54,X
5718518,-55,X
5718518,-56,X
5718518,-57,X
5718518,-58,X
5718518,-59,X
5718518,-60,X
5718518,-61,X
5718518,-62,X
5718518,-63,X
5718518,-64,X
5718518,-65,X
5718518,-66,X
5718518,-67,X
5718518,-68,X
5718518,-69,X
5718518,-70,X
5718518,-71,X
5718518,-72,X
5718518,-73,X
5718518,-74,X
5718518,-75,X
5718518,-76,X
5718518,-77,X
5718518,-78,X
5718518,-79,X
5718724,0,0
5718724,-1,0
5718724,-2,0
5718724,-3,0
5718725,0,C
5718725,-1,C
5718725,-2,C
5718725,-3,C
5718725,-4,C
5718725,-5,0
5718725,-6,0
5718725,-7,0
5718725,-8,0
5718725,-9,0
5718725,-10,0
5718725,-11,0
5718725,-12,0
5718725,-13,0
5718725,-14,0
5718725,-15,0
5718727,-2,C
5718727,-3,C
5718727,-4,C
5718727,-5,C
5718727,-6,C
5718727,-7,C
5718727,-8,C
5718727,-9,C
5718727,-10,C
5718727,-11,C
5718727,-12,C
5718727,-13,C
5718727,-14,C
5718727,-15,C
5718727,-16,C
5718727,-17,C
5718727,-18,C
5718727,-19,C
5718727,-20,C
5718727,-21,C
5718727,-22,C
5718727,-23,C
5718727,-24,C
5718727,-25,C
5718727,-26,C
5718727,-27,C
5718727,-28,C
5718727,-29,C
5718727,-30,C
5718727,-31,C
5718727,-32,C
5718727,-33,C
5718727,-34,C
5718727,-35,C
5718727,-36,C
5718727,-37,C
5718727,-38,C
5718727,-39,C
5718727,-40,C
5718727,-41,C
5718727,-42,C
5718727,-43,C
5718727,-44,C
5718727,-45,C
5718727,-46,C
5718727,-47,C
5718727,-48,C
5718727,-49,C
5718727,-50,C
5718727,-51,C
5718727,-52,C
5718727,-53,C
5718727,-54,C
5718727,-55,C
5718727,-56,C
5718727,-57,C
5718727,-58,C
5718727,-59,C
5718727,-60,C
5718727,-61,C
5718727,-62,C
5718727,-63,C
5718727,-64,C
5718727,-65,C
5718727,-66,C
5718727,-67,C
5718727,-68,C
5718727,-69,C
5718727,-70,C
5718727,-71,C
5718727,-72,C
5718727,-73,C
5718727,-74,C
5718727,-75,C
5718727,-76,C
5718727,-77,C
5718727,-78,C
5718727,-79,C
5718727,-80,C
5718727,-81,C
5718727,-82,C
5718727,-83,C
5718727,-84,C
5718727,-85,C
5718727,-86,C
5718727,-87,C
5718727,-88,C
5718727,-89,C
5718727,-90,X
5718727,-91,X
5718727,-92,X
5718727,-93,X
5718727,-94,X
5718727,-95,X
5718727,-96,X
5718761,0,C
5718761,-1,C
5718761,-2,C
5718761,-3,C
5718761,-4,C
5718761,-5,C
5718761,-6,C
5718761,-7,C
5718761,-8,C
5718761,-9,C
5718761,-10,C
5718761,-11,C
5718761,-12,C
5718761,-13,C
5718761,-14,C
5718761,-15,C
5718761,-16,C
5718761,-17,C
5718761,-18,C
5718761,-19,1
5718761,-20,0
5718762,0,C
5718762,-1,C
5718762,-2,C
5718762,-3,C
5718762,-4,C
5718762,-5,C
5718762,-6,C
5718762,-7,C
5718762,-8,C
5718762,-9,C
5718762,-10,C
5718762,-11,0
5718762,-12,X
5718762,-13,0
5718762,-14,X
5718762,-15,0
5718762,-16,0
5718762,-17,X
5718762,-18,0
5718762,-19,0
5718762,-20,X
5718762,-21,X
5718762,-22,0
5718762,-23,X
5718762,-24,X
5718762,-25,X
5718762,-26,0
5718762,-27,X
5718762,-28,X
5718762,-29,X
5718762,-30,0
5718762,-31,1
5718762,-32,X
5718762,-33,0
5718762,-34,0
5718762,-35,X
5718763,0,X
5718763,-1,X
5718763,-2,X
5718763,-3,X
5718763,-4,0
5718763,-5,X
5718763,-6,0
5718763,-7,0
5718763,-8,X
5718763,-9,X
5718763,-10,0
5718764,0,C
5718764,-1,C
5718764,-2,C
5718764,-3,C
5718764,-4,C
5718764,-5,C
5718764,-6,C
5718764,-7,C
5718764,-8,C
5718764,-9,C
5718764,-10,C
5718764,-11,C
5718764,-12,C
5718764,-13,C
5718764,-14,C
5718764,-15,C
5718764,-16,C
5718764,-17,C
5718764,-18,C
5718764,-19,C
5718764,-20,C
5718764,-21,C
5718764,-22,C
5718764,-23,C
5718764,-24,C
5718764,-25,C
5718764,-26,C
5718764,-27,C
5718764,-28,C
5718764,-29,C
5718764,-30,C
5718764,-31,C
5718764,-32,0
5718865,0,X
5718865,-1,0
5718865,-2,0
5718865,-3,0
5718865,-4,0
5718865,-5,0
5718865,-6,0
5718865,-7,0
5718865,-8,0
5718865,-9,0
5718865,-10,0
5718865,-11,0
5718865,-12,0
5718865,-13,0
5718865,-14,0
5718865,-15,0
5718865,-16,0
5718865,-17,0
5718865,-18,0
5718865,-19,0
5718865,-20,0
5718865,-21,0
5718865,-22,0
5718865,-23,0
5718865,-24,0
5718865,-25,0
5718865,-26,0
5718865,-27,0
5718865,-28,0
5718865,-29,0
5718865,-30,0
5718894,0,C
5718894,-1,C
5718894,-2,C
5718894,-3,C
5718894,-4,C
5718894,-5,C
5718894,-6,C
5718894,-7,C
5718894,-8,C
5718894,-9,C
5718894,-10,C
5718894,-11,C
5718894,-12,C
5718894,-13,C
5718894,-14,C
5718894,-15,C
5718894,-16,C
5718894,-17,C
5718894,-18,C
5718894,-19,C
5718894,-20,C
5718894,-21,C
5718894,-22,C
5718894,-23,C
5718894,-24,C
5718894,-25,C
5718894,-26,C
5718894,-27,C
5718894,-28,C
5718894,-29,C
5718894,-30,C
5718894,-31,C
5718894,-32,C
5718894,-33,C
5718894,-34,C
5718894,-35,C
5718894,-36,C
5718894,-37,C
5718894,-38,C
5718894,-39,C
5718894,-40,C
5718894,-41,C
5718894,-42,C
5718894,-43,C
5718894,-44,C
5718894,-45,C
5718894,-46,C
5718894,-47,C
5718894,-48,C
5718894,-49,C
5718894,-50,C
5718894,-51,C
5718894,-52,C
5718894,-53,C
5718894,-54,C
5718894,-55,C
5718894,-56,C
5718894,-57,C
5718894,-58,C
5718894,-59,C
5718894,-60,C
5718894,-61,C
5718894,-62,C
5718894,-63,C
5718894,-64,C
5718894,-65,C
5718894,-66,C
5718894,-67,C
5718894,-68,C
5718894,-69,C
5718894,-70,C
5718894,-71,0
5718894,-72,0
5718894,-73,0
5718894,-74,0
5718894,-75,0
5718894,-76,0
5718894,-77,0
5718894,-78,0
5718894,-79,0
5718894,-80,0
5718894,-81,0
5718894,-82,X
5718895,0,C
5718895,-1,C
5718895,-2,C
5718895,-3,C
5718895,-4,C
5718895,-5,C
5718895,-6,C
5718895,-7,C
5718895,-8,C
5718895,-9,C
5718895,-10,C
5718895,-11,C
5718895,-12,C
5718895,-13,C
5718895,-14,C
5718895,-15,C
5718895,-16,C
5718895,-17,C
5718895,-18,C
5718895,-19,C
5718895,-20,C
5718895,-21,C
5718895,-22,C
5718895,-23,C
5718895,-24,C
5718895,-25,C
5718895,-26,C
5718895,-27,C
5718895,-28,C
5718895,-29,C
5718895,-30,C
5718895,-31,C
5718895,-32,C
5718895,-33,C
5718895,-34,C
5718895,-35,C
5718895,-36,C
5718895,-37,C
5718895,-38,C
5718895,-39,C
5718895,-40,C
5718895,-41,C
5718895,-42,C
5718895,-43,C
5718895,-44,C
5718895,-45,C
5718895,-46,C
5718895,-47,C
5718895,-48,C
5718895,-49,C
5718895,-50,C
5718895,-51,C
5718895,-52,C
5718895,-53,C
5718895,-54,C
5718895,-55,C
5718895,-56,C
5718895,-57,C
5718895,-58,C
5718895,-59,C
5718895,-60,C
5718895,-61,C
5718895,-62,C
5718895,-63,C
5718895,-64,C
5718895,-65,C
5718895,-66,C
5718895,-67,C
5718895,-68,C
5718895,-69,C
5718895,-70,C
5718895,-71,C
5718895,-72,C
5718895,-73,C
5718895,-74,C
5718895,-75,C
5718895,-76,C
5718895,-77,C
5718895,-78,C
5718895,-79,C
5718895,-80,C
5718895,-81,C
5718895,-82,C
5718895,-83,C
5718895,-84,C
5718895,-85,C
5718895,-86,C
5718895,-87,C
5718895,-88,C
5718895,-89,C
5718895,-90,C
5718895,-91,C
5718895,-92,C
5718895,-93,C
5718895,-94,C
5718895,-95,C
5718895,-96,C
5718896,0,X
5718896,-1,X
5718896,-2,X
5718896,-3,X
5718896,-4,X
5718896,-5,X
5718896,-6,X
5718896,-7,X
5718896,-8,X
5718896,-9,X
5718896,-10,X
5718896,-11,X
5718896,-12,X
5718896,-13,X
5718896,-14,X
5718896,-15,X
5718896,-16,X
5718896,-17,X
5718897,0,0
5718897,-1,0
5718897,-2,0
5718897,-3,0
5718897,-4,0
5718897,-5,0
5718897,-6,0
5718897,-7,0
5718897,-8,0
5718897,-9,0
5718897,-10,0
5718897,-11,0
5718898,0,C
5718898,-1,C
5718898,-2,C
5718898,-3,C
5718898,-4,C
5718898,-5,C
5718898,-6,0
5718898,-7,0
5718898,-8,0
5718898,-9,0
5718898,-10,0
5718898,-11,0
5718898,-12,0
5718898,-13,0
5718898,-14,0
5718898,-15,0
5718898,-16,0
5718898,-17,0
5718898,-18,0
5718898,-19,0
5718898,-20,0
5718898,-21,0
5718898,-22,0
5718898,-23,0
5718898,-24,0
5718898,-25,0
5718898,-26,0
5718898,-27,0
5718898,-28,0
5718898,-29,0
5718898,-30,0
5718898,-31,0
5718898,-32,0
5718898,-33,0
5718898,-34,0
5718898,-35,0
5718898,-36,0
5718975,-1,X
5718975,-2,X
5718975,-3,X
5718975,-4,X
5718975,-5,X
5718975,-6,X
5718975,-7,X
5718975,-8,X
5718975,-9,X
5718975,-10,X
5718975,-11,X
5718975,-12,X
5718975,-13,X
5718975,-14,X
5718975,-15,X
5718975,-16,X
5718975,-17,X
5718975,-18,X
5718975,-19,X
5718975,-20,X
5718975,-21,X
5718975,-22,X
5718975,-23,X
5718975,-24,X
5718975,-25,X
5718975,-26,X
5718975,-27,X
5718975,-28,X
5718975,-29,X
5718975,-30,X
5718975,-31,X
5718975,-32,X
5718975,-33,X
5718975,-34,X
5718975,-35,X
5718975,-36,X
5718975,-37,X
5718975,-38,X
5718975,-39,X
5718976,0,X
5718976,-1,X
5718976,-2,X
5718976,-3,X
5718976,-4,X
5718976,-5,X
5718976,-6,X
5718976,-7,X
5718976,-8,X
5718976,-9,X
5718976,-10,X
5718976,-11,X
5718976,-12,X
5718976,-13,X
5718976,-14,X
5718976,-15,X
5718976,-16,X
5718976,-17,X
5718976,-18,X
5718976,-19,X
5718976,-20,X
5718976,-21,X
5718976,-22,X
5718976,-23,X
5718976,-24,X
5718977,0,X
5718977,-1,X
5718977,-2,X
5718977,-3,X
5718977,-4,X
5718977,-5,X
5718977,-6,X
5718977,-7,X
5718977,-8,X
5718977,-9,X
5718977,-10,X
5718977,-11,X
5718977,-12,X
5718977,-13,X
5718977,-14,X
5718977,-15,X
5718977,-16,X
5718977,-17,X
5718977,-18,X
5718977,-19,X
5718977,-20,X
5718977,-21,X
5718977,-22,X
5718977,-23,X
5718977,-24,X
5718977,-25,X
5718977,-26,X
5718977,-27,X
5718977,-28,X
5718977,-29,X
5718977,-30,X
5718977,-31,X
5718977,-32,X
5718977,-33,X
5718977,-34,X
5718977,-35,X
5718977,-36,X
5718977,-37,X
5718977,-38,X
5718977,-39,X
5718977,-40,X
5718977,-41,X
5718977,-42,X
5718977,-43,X
5718977,-44,X
5718977,-45,X
5718977,-46,X
5718977,-47,X
5718979,0,X
5718979,-1,X
5718979,-2,X
5718979,-3,X
5718979,-4,X
5718979,-5,X
5718979,-6,X
5718979,-7,X
5718979,-8,X
5718979,-9,X
5718979,-10,X
5718979,-11,X
5718979,-12,X
5718979,-13,X
5718979,-14,X
5718979,-15,X
5718979,-16,X
5718979,-17,X
5718979,-18,X
5718981,0,X
5718981,-1,X
5718981,-2,X
5718981,-3,X
5718981,-4,0
5718981,-5,X
5718981,-6,0
5718981,-7,0
5718981,-8,X
5718981,-9,0
5718981,-10,X
5718981,-11,0
5718981,-12,X
5718981,-13,0
5718981,-14,X
5718981,-15,0
5718981,-16,X
5718981,-17,0
5718981,-18,0
5718981,-19,X
5718982,0,0
5718982,-1,0
5718982,-2,0
5718982,-3,0
5718982,-4,0
5718982,-5,0
5718982,-6,0
5719018,0,C
5719018,-1,C
5719018,-2,C
5719018,-3,C
5719018,-4,C
5719018,-5,C
5719018,-6,C
5719018,-7,C
5719018,-8,C
5719018,-9,C
5719018,-10,C
5719018,-11,C
5719018,-12,C
5719018,-13,C
5719018,-14,C
5719018,-15,C
5719018,-16,C
5719018,-17,C
5719018,-18,C
5719018,-19,C
5719018,-20,C
5719018,-21,C
5719018,-22,C
5719018,-23,C
5719018,-24,C
5719018,-25,C
5719018,-26,C
5719018,-27,C
5719018,-28,C
5719018,-29,C
5719018,-30,C
5719018,-31,C
5719018,-32,C
5719018,-33,C
5719018,-34,C
5719018,-35,C
5719018,-36,C
5719018,-37,C
5719018,-38,C
5719018,-39,C
5719018,-40,C
5719018,-41,C
5719018,-42,C
5719018,-43,C
5719018,-44,C
5719018,-45,C
5719018,-46,C
5719018,-47,C
5719018,-48,C
5719018,-49,C
5719018,-50,C
5719018,-51,C
5719018,-52,C
5719018,-53,C
5719018,-54,C
5719018,-55,C
5719018,-56,C
5719018,-57,C
5719018,-58,C
5719018,-59,C
5719018,-60,C
5719018,-61,C
5719018,-62,C
5719018,-63,C
5719018,-64,C
5719018,-65,C
5719018,-66,C
5719018,-67,C
5719018,-68,C
5719018,-69,C
5719018,-70,C
5719018,-71,C
5719018,-72,X
5719018,-73,X
5719018,-74,X
5719018,-75,X
5719019,0,C
5719019,-1,C
5719019,-2,C
5719019,-3,C
5719019,-4,C
5719019,-5,C
5719019,-6,C
5719019,-7,C
5719019,-8,C
5719019,-9,C
5719019,-10,C
5719019,-11,C
5719019,-12,C
5719019,-13,C
5719019,-14,C
5719019,-15,C
5719019,-16,C
5719019,-17,C
5719019,-18,C
5719019,-19,C
5719019,-20,C
5719019,-21,C
5719019,-22,C
5719019,-23,C
5719019,-24,C
5719019,-25,C
5719019,-26,C
5719019,-27,C
5719019,-28,C
5719019,-29,C
5719019,-30,C
5719019,-31,C
5719019,-32,C
5719019,-33,C
5719019,-34,C
5719019,-35,C
5719019,-36,C
5719019,-37,C
5719019,-38,C
5719019,-39,C
5719019,-40,C
5719019,-41,C
5719019,-42,C
5719019,-43,C
5719019,-44,C
5719019,-45,C
5719019,-46,0
5719019,-47,0
5719019,-48,0
5719019,-49,0
5719019,-50,0
5719020,0,C
5719020,-1,C
5719020,-2,C
5719020,-3,C
5719020,-4,C
5719020,-5,C
5719020,-6,C
5719020,-7,C
5719020,-8,C
5719020,-9,C
5719020,-10,C
5719020,-11,C
5719020,-12,C
5719020,-13,C
5719020,-14,C
5719020,-15,C
5719020,-16,C
5719020,-17,C
5719020,-18,C
5719020,-19,C
5719020,-20,C
5719020,-21,C
5719020,-22,C
5719020,-23,C
5719020,-24,C
5719020,-25,C
5719020,-26,C
5719020,-27,C
5719020,-28,C
5719020,-29,C
5719020,-30,C
5719020,-31,C
5719020,-32,C
5719020,-33,C
5719020,-34,C
5719020,-35,C
5719020,-36,C
5719020,-37,C
5719020,-38,C
5719020,-39,C
5719020,-40,C
